pathway	S1	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S2	S20	S21	S22	S23	S24	S25	S26	S27	S28	S29	S3	S30	S31	S32	S33	S34	S35	S36	S37	S38	S39	S4	S40	S41	S42	S43	S44	S45	S46	S47	S48	S49	S5	S50	S51	S52	S53	S54	S55	S57	S58	S58.new	S59	S59.new	S6	S60	S60.new	S61	S62	S63	S64	S65	S67	S69	S7	S70	S71	S72	S75	S76	S77	S78	S79	S8	S80	S81	S82	S83	S84	S85	S86	S87	S88	S89	S9	S90	S56
ko00312	372.8275	397.33	247.725	380.41	88.47	689.6	92.3625	669.4775	1078.0325	559.1625	523.2525	300.1275	503.915	422.485	665.15	504.1175	328.53	1058.285	669.5975	738.84	510.4	342.055	592.17	446.275	561.8	717.9875	191.1725	530.975	214.0425	380.675	517.955	546.6075	628.3325	546.38	534.3075	440.14	388.8875	560.71	816.505	524.6375	439.3	404.3875	430.6475	589.45	670.35	331.6725	720.2875	64.99	231.1725	300.8925	334.8725	218.63	180.7675	74.0575	84.2175	74.8825	589.5125	96.1125	50.185	267.2625	87.6975	96.62	108.9375	73.65	130.0	42.375	985.61	95.665	328.5725	83.3275	75.8725	210.2975	92.225	92.05	64.605	328.595	108.0325	94.085	224.1475	55.4625	41.75	79.125	114.275	276.6325	31.2225	67.025	631.2975	77.6175	202.5825
ko00330	674.4775	728.6238	898.1335	939.1949	444.0862	953.1013	435.443	820.2025	944.6335	773.1613	680.7729	716.811	838.3405	764.651	1019.1644	783.6194	563.0654	955.4238	906.6744	765.1749	782.2229	934.2497	1084.8735	858.5624	724.4743	929.2732	359.6735	981.2071	625.7235	653.3268	676.2646	638.1943	866.1911	895.1967	766.1202	748.6992	626.3448	610.8627	899.2386	861.0313	766.4394	606.6851	705.9548	806.8244	788.111	580.2889	849.4092	477.9783	577.3414	816.7621	894.1524	804.7471	917.5995	678.5089	892.6386	538.6635	933.9027	699.6687	489.2271	519.3654	1029.4962	1039.28	945.5732	597.9976	972.8698	614.7733	1282.9238	576.4327	957.216	513.6649	572.5646	928.9968	684.2189	840.5871	1060.7348	618.1824	798.1006	561.6756	722.0063	761.5841	849.2348	1112.1702	714.361	913.33	999.0289	568.8297	1243.3459	845.3168	1027.774
ko00340	1030.8311	1244.09	1493.3663	1721.1221	644.6995	1776.63	670.83	1217.4474	1419.9526	1346.8074	1173.8063	1284.3758	1472.2916	1326.6074	1727.8337	1495.4437	851.0016	1544.8711	1538.6963	1203.1253	721.7637	1917.2195	1918.0963	1594.3795	1362.7295	1711.2858	551.3195	1609.3989	1045.5126	994.4984	1120.1942	990.6589	1528.6468	1664.82	1237.31	1373.7021	879.76	1022.0253	1396.0711	1420.5663	1439.0179	1009.6537	1244.4805	1473.1326	1353.8742	1052.2605	1460.0721	760.7553	992.2658	1436.3042	1542.7858	1391.8653	1629.1468	1095.1779	1641.8389	738.0437	1753.2158	1250.4953	842.1584	708.9963	1660.5226	1737.4437	1911.2779	939.3232	1667.6763	932.3653	2015.4316	982.9505	1639.0768	761.2953	684.17	1604.1616	1037.6358	1466.6984	1712.8979	970.2505	1496.3068	907.9005	1211.7605	1101.3089	1313.3926	1829.4732	1209.9447	1715.0337	1520.0621	664.1484	2111.2921	1590.06	1750.7079
ko00350	251.5071	239.5961	367.3355	289.5048	133.9042	299.3255	135.7452	279.7697	276.7955	239.669	200.8965	220.4071	344.2206	244.599	278.449	288.3939	161.79	291.2448	264.8735	219.6645	505.1787	372.0865	374.1171	253.5945	211.3061	278.3471	150.8787	334.5994	241.6174	212.2932	209.4558	215.0742	356.4013	297.9058	271.6913	344.0306	340.4697	204.4623	278.4545	282.6813	285.2513	206.1787	243.3371	246.0568	225.2613	293.5871	262.8458	144.9903	234.3565	260.4255	321.059	262.5216	323.0577	287.8645	287.1939	177.8448	283.2152	237.1981	175.73	170.4319	368.7077	338.4494	299.4513	183.5368	316.7032	192.3545	353.9416	246.4448	329.8932	160.7281	164.8419	289.1529	240.6832	283.2932	336.481	202.4358	239.2932	200.581	223.6468	332.8948	279.5994	362.7442	219.2397	299.5261	429.6223	157.9816	600.2394	282.4494	327.2
ko00360	249.4435	233.8281	411.7312	367.6496	122.6427	246.2458	112.9708	266.6992	209.8777	236.0662	178.9088	242.2927	234.4823	215.4919	288.5769	270.0742	145.7596	314.1708	254.9015	188.1719	158.5042	398.3569	424.2565	250.2535	260.3719	308.3712	111.4069	399.25	232.2181	213.9158	180.205	160.5427	229.7754	262.1846	254.5185	328.5438	201.6958	163.7396	272.7727	261.995	273.4854	170.3027	211.2342	244.8704	241.6446	218.86	222.6546	144.0015	201.0131	287.625	379.1604	307.7604	402.76	348.1219	352.1123	169.5792	318.1169	271.7319	217.6304	209.6881	580.7642	541.3854	354.2831	215.8873	422.3962	298.8119	519.4238	283.2692	386.2346	222.6269	271.5523	367.8669	366.8988	375.9615	590.8908	173.1735	296.5654	238.8458	304.8554	424.395	461.835	511.5485	295.125	319.6119	631.4277	274.4573	515.6519	359.6431	503.6612
ko00361	100.447	102.83	77.34	91.783	14.716	122.179	10.855	96.665	126.163	70.638	55.907	56.514	116.373	56.722	70.258	110.805	21.335	92.999	70.794	40.757	93.304	109.017	167.5	108.379	89.19	151.25	40.307	45.711	77.405	74.882	70.074	40.541	181.766	150.074	106.534	126.325	147.492	51.005	104.021	84.417	147.356	64.695	67.025	164.425	85.853	78.549	135.005	32.111	93.737	92.382	82.855	45.931	44.284	30.591	85.454	12.416	119.309	116.187	9.417	8.975	15.22	56.606	107.818	28.775	46.85	10.275	134.63	13.058	120.434	34.549	25.734	41.449	21.1	47.707	19.559	29.834	72.866	21.595	46.456	18.35	28.043	58.775	54.057	106.172	126.379	21.25	611.992	89.134	79.592
ko00362	163.5389	219.9668	220.77	251.7982	63.9266	221.3253	60.3597	203.7845	181.8505	188.3416	135.9939	168.4347	245.2708	147.4321	191.2732	209.3163	71.7579	181.52	212.2634	157.9513	320.8989	248.0589	242.9024	219.7437	173.3071	216.0979	109.2792	230.0534	177.4408	137.2884	149.7618	141.5742	248.54	232.3613	199.7871	196.9974	240.3358	133.9155	166.7634	223.0987	215.7271	132.5297	166.085	240.9308	184.2837	250.2	180.9503	51.1308	151.9545	167.5866	199.7455	144.9205	202.8897	117.4829	144.0416	68.9216	228.3495	157.7145	85.0021	108.975	193.1153	191.1021	158.2137	94.6689	179.0816	90.9247	216.2747	67.4016	233.6029	109.3639	148.5442	193.8689	131.3571	163.6245	179.0061	100.7858	146.1982	104.035	147.1929	234.2092	139.0042	217.7792	150.4905	192.9058	278.2337	146.7239	854.2189	169.0632	217.8279
ko00363	0.0	492.1717	0.0	0.0	0.0	0.0	0.0	351.0117	0.0	0.0	0.0	296.135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	465.1167	0.0	0.0	0.0	0.0	0.0	0.0	343.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	426.0667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	222.5633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	811.3083	0.0	0.0	0.0	0.0
ko00364	0.0	6.7812	0.0	0.0	0.0	0.0	0.0	27.615	0.0	0.0	0.0	2.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.9912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4688	0.0	5.8438	2.98	0.0	0.0	0.0	0.0	0.0	4.105	2.125	0.0	0.0	3.1675	0.0	0.8125	0.0	2.6362	3.0825	0.0	0.0	0.0	0.0	0.0	0.8125	0.0	0.0	4.255	0.0	0.0	0.0	0.0
ko00380	167.3803	211.8619	222.2026	0.0	139.9965	231.8239	137.8894	218.2268	167.701	169.4239	155.0271	162.1974	0.0	168.3294	226.3252	192.6932	128.6148	173.2706	203.0306	157.8861	201.0839	175.7965	244.4935	222.6774	0.0	210.6316	100.3158	175.659	176.5526	157.1471	135.4806	137.2597	212.6868	223.2577	211.9429	188.9661	172.0484	144.2542	167.8342	209.9868	220.2413	152.2306	161.6897	211.9494	195.029	172.4826	168.4039	122.3655	147.4374	152.8532	194.799	145.9348	165.6932	186.8	166.0439	169.3432	0.0	148.6532	0.0	130.1952	168.2313	150.8529	193.1703	141.2239	186.2468	69.6155	256.4023	117.7042	191.5029	100.35	104.0874	187.7861	122.6839	160.181	142.1381	147.1306	166.9784	111.2787	134.6645	204.4748	125.2029	188.3239	140.4355	192.1952	279.8961	0.0	916.5132	0.0	149.4423
ko00400	1134.8732	1215.0768	1377.6406	1584.7577	867.2026	1729.2181	850.3984	1455.4642	1601.0294	1345.8765	1316.9871	1090.7239	1383.9435	1305.4374	1882.611	1313.8455	983.4226	1674.3455	1563.6513	1428.23	836.7129	1702.1652	1633.6848	1609.0365	1263.0365	1570.3052	762.2697	1597.6432	1072.4603	1082.0284	1172.3335	1290.3558	1596.8948	1537.15	1309.7845	1304.049	1077.8413	1188.3152	1535.2281	1463.129	1322.5468	1178.4103	1282.0697	1364.0106	1387.7526	1024.0387	1426.0287	861.6061	1013.7361	1291.8581	1540.9194	1297.3074	1605.8674	1439.5442	1307.9116	1017.8284	1553.4761	991.6703	953.9084	764.6632	1616.5635	1504.3584	1389.2077	998.2826	1571.0419	899.3952	1835.7223	1086.8868	1492.0906	830.3303	911.2484	1530.1674	1051.5852	1296.0274	1559.6694	1091.3577	1311.7819	896.7665	1227.5584	1131.2135	1215.6823	1617.7397	1157.1342	1486.8148	1411.5794	906.0226	1682.4877	1285.4977	1528.9332
ko00410	391.7838	385.9144	607.745	0.0	244.7788	647.9519	228.3281	524.6706	0.0	0.0	429.735	323.5806	0.0	435.995	0.0	0.0	327.4406	0.0	0.0	0.0	0.0	502.2931	547.5312	0.0	0.0	0.0	0.0	0.0	375.7312	0.0	0.0	0.0	0.0	0.0	405.1719	363.4412	0.0	0.0	0.0	0.0	382.7788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	488.4206	533.8019	0.0	0.0	0.0	0.0	0.0	0.0	370.9144	693.0437	635.9244	0.0	358.955	0.0	0.0	715.8162	415.0644	544.6769	0.0	288.6212	0.0	0.0	554.535	634.75	331.5613	0.0	385.6875	0.0	502.8794	0.0	680.6594	441.9844	532.4463	582.1612	0.0	0.0	0.0	568.55
ko00430	598.495	707.6988	843.2338	719.46	330.6425	655.9125	325.4037	738.9613	612.2825	629.4138	556.92	565.37	780.225	617.815	725.8612	758.5088	405.0038	690.8363	721.5413	610.08	1333.0875	817.1375	718.5025	714.9725	0.0	824.3838	399.145	841.2412	669.465	454.8812	514.8538	547.1912	0.0	750.2088	739.13	835.9212	722.6175	531.8	594.9988	746.05	864.1312	533.2512	688.0062	758.5562	670.2275	683.62	628.3425	394.6838	579.4337	656.93	866.2488	708.0712	651.5975	763.225	774.725	0.0	810.2625	607.53	390.9588	384.9912	982.735	963.31	815.8863	505.3062	891.2688	543.835	771.8825	528.41	821.105	405.41	438.7312	791.0913	497.4888	774.2038	912.5625	467.2625	644.9625	526.875	573.7712	644.815	724.375	1097.4625	553.9662	743.255	943.46	433.605	653.5725	648.6212	883.9163
ko00440	150.8129	149.93	179.6136	200.1871	161.9971	200.82	167.18	165.7971	181.5493	149.0786	174.5014	135.5279	181.0307	148.3171	194.3629	175.3793	104.065	192.9121	179.8457	187.8507	273.5921	175.1793	248.2343	189.0429	122.4186	149.21	142.6407	231.6407	176.9607	159.695	154.3443	179.065	220.31	172.6564	194.845	178.6729	232.6036	147.8036	167.9614	167.6479	145.4279	156.3736	168.5157	152.9421	145.7293	111.7864	185.6071	86.0079	162.33	171.5007	197.9057	172.2071	219.8236	75.4357	217.9907	164.0757	133.2164	165.0771	71.105	76.6129	263.9057	285.7479	173.2257	163.0743	180.5214	144.7793	230.8307	114.0443	224.3307	139.89	170.4636	173.0429	163.3857	154.5879	308.985	124.8343	176.0121	123.785	130.2171	182.6679	217.4014	258.26	154.0343	196.94	193.9307	177.885	333.7693	214.135	282.8964
ko00450	986.1827	988.6373	1255.7047	1280.4267	682.802	1245.016	703.734	1178.4453	1243.582	1037.976	941.886	985.2047	1190.8967	1101.3447	1325.7987	1033.988	815.594	1265.2973	1140.7647	1023.5367	1176.3293	1490.3093	1305.7133	1148.1913	984.6333	1266.88	590.2267	1334.4067	966.602	938.9207	906.7007	903.7533	1190.7873	1261.156	1160.1207	1163.9713	972.1847	836.264	1246.45	1201.7153	1047.9607	870.6307	969.3473	1157.8833	1035.9093	1017.4913	1119.928	759.536	858.1927	1156.7733	1274.6353	1082.652	1242.32	1145.9533	1215.0447	972.4513	1262.2387	945.7713	741.1673	676.1673	1432.1633	1347.52	1268.984	874.5627	1309.8167	799.8673	1618.0507	817.778	1360.4853	700.5587	781.7087	1214.966	798.4347	1154.9647	1336.2213	929.6527	1097.7607	786.432	954.6707	1183.7333	1018.0007	1412.448	899.6533	1256.6733	1851.9113	756.9393	1335.4193	1223.756	1319.7693
ko00471	1998.42	2389.6333	2196.6767	2730.98	867.96	2817.3833	862.05	2502.3533	2369.54	2289.86	1959.8333	2091.37	2636.1267	2276.9	2820.2667	2311.1667	1197.8633	2520.7133	2617.98	2217.07	2760.2	2800.2467	2793.7533	2716.51	2135.2733	2604.7567	1460.12	2624.2533	1845.77	1559.1733	1931.3667	2045.1567	2811.2267	2764.2367	2287.02	2212.9	2132.2733	1861.9467	2150.7067	2500.9033	2403.6667	1680.59	2135.5567	2463.26	2370.0733	2145.3867	2363.1667	982.9267	1753.1433	2232.5767	2590.9633	2065.4867	2644.8233	2435.78	2388.94	1220.27	2689.23	1743.4233	1648.8167	1362.5267	2736.6833	2472.93	2648.3467	1321.82	2364.45	1499.4467	2964.7433	1796.6333	2577.4433	1509.8233	1751.24	2677.21	1665.4733	2203.7933	2496.48	1547.5133	2318.28	1680.9033	2115.8533	2504.1967	1863.3067	2570.92	1971.39	2565.3967	3091.58	1716.88	2513.0833	2397.4933	2522.1633
ko00472	386.5	392.25	92.75	73.83	14.5	39.0	36.0	140.17	66.67	99.83	62.75	119.54	276.84	105.5	90.17	420.0	53.42	55.0	204.83	167.0	23.67	158.71	448.67	50.0	614.0	569.0	270.66	148.57	236.0	215.67	162.5	165.68	93.67	121.5	284.25	370.08	289.0	244.04	68.04	103.5	697.46	42.0	182.67	241.17	218.5	306.63	43.91	90.66	165.95	129.17	194.42	44.17	39.25	81.0	19.67	34.33	533.5	45.5	236.17	159.75	153.0	58.33	33.51	53.58	37.5	67.75	120.12	50.0	132.0	331.17	549.34	31.33	160.5	80.0	20.58	89.58	132.67	72.67	86.17	342.0	40.67	217.25	154.0	60.66	53.0	586.0	1187.5	257.67	82.45
ko00473	1587.74	1938.7933	1692.44	2092.3733	1435.2433	2144.6733	1467.4733	1946.3267	1750.8967	1690.67	1641.27	1551.25	1960.4267	1660.7033	1976.0967	1738.1833	1272.95	1769.55	1856.7333	1655.67	2501.6	2169.6267	2090.2133	2128.1333	1554.9267	1885.7333	1284.93	1963.1633	1680.9067	1532.5833	1462.0133	1565.0233	1997.3667	2097.3267	1898.4067	1609.79	1804.03	1561.6367	1779.1633	1851.88	1809.23	1447.3633	1788.1767	1775.0267	1761.3367	1693.55	1892.61	1200.8167	1555.4067	1691.97	1920.81	1550.04	2054.65	1797.3567	1811.53	1685.52	1889.3733	1525.78	1177.38	1233.11	1936.6433	1855.04	2109.5367	1475.5633	1752.4667	1032.0	2283.0567	1260.4833	1868.4867	1189.88	1458.67	1893.3933	1175.26	1698.2533	1711.1067	1401.2567	1873.4433	1204.2733	1532.3433	1939.6867	1287.6433	1813.28	1483.68	2060.0233	2183.2233	1441.42	2152.52	1964.5967	1875.75
ko00480	490.8095	473.1237	586.2474	440.3037	138.8195	367.4811	133.7837	509.7726	400.1221	338.7789	338.1516	254.0153	462.1826	393.4842	445.0074	379.0363	179.8795	425.9916	389.1779	396.6853	853.8305	516.4258	480.5037	392.3926	267.8947	361.9337	345.2526	468.4637	434.8174	364.4947	368.7258	415.5089	545.1526	418.5716	552.9332	346.3132	536.9295	399.4321	334.0847	403.4889	371.8026	334.9616	447.5968	364.1968	334.8789	424.7305	415.0516	159.6537	362.6747	379.9711	548.71	452.1426	420.6063	639.7458	440.4163	343.7432	291.9021	295.8647	392.6332	280.0026	667.6358	665.9937	450.6953	279.7474	542.0737	404.1211	506.6879	636.9584	521.1047	378.9253	543.0974	486.7132	375.8105	520.83	647.1342	272.3479	420.1979	359.1226	400.8458	665.3579	513.7568	617.1368	426.2474	425.1647	659.9805	545.0932	504.1489	503.3442	568.0811
ko00500	1019.7742	1216.2662	1472.36	1390.9378	642.704	1629.9545	618.1768	1475.09	1673.222	1267.4603	1172.3918	1030.4822	1463.7107	1317.5403	1625.1267	1245.1323	862.679	1565.3945	1494.46	1263.4222	1400.8595	1749.8833	1540.3532	1387.4482	1169.672	1513.1308	588.4475	1622.7775	991.5095	992.2138	1146.392	1132.2722	1600.583	1440.8518	1255.901	1156.6255	1003.4658	1218.3405	1490.0348	1277.7758	1249.3245	1018.5028	1193.6153	1214.7582	1285.3415	941.9515	1540.0865	674.2102	940.2578	1295.0767	1518.9458	1342.4725	1412.686	1019.954	1339.9645	783.09	1527.2225	1123.427	641.5767	754.8	1438.7625	1632.7427	1553.0288	871.8515	1547.6775	817.2882	2270.4578	725.8995	1358.9925	693.2645	693.0115	1291.768	768.4585	1304.171	1546.305	924.3995	1231.0345	857.3175	1049.452	1074.3005	1111.638	1540.3065	1017.9985	1563.554	1688.6895	664.503	925.774	1345.9873	1515.2553
ko00510	36.3759	37.8114	66.0795	30.6009	6.58	60.3909	3.9682	55.2714	102.8818	37.3918	40.7536	17.2636	36.8686	44.2091	72.6941	31.3	17.66	63.6141	35.2141	64.9559	28.7809	43.2514	52.7427	38.9609	32.8045	60.0264	20.4764	48.0286	22.6623	48.4855	54.8473	48.7741	69.9359	42.79	33.1477	51.7714	34.9555	31.1286	70.9027	27.8795	31.6705	31.735	35.5168	47.06	50.5773	44.5859	69.2527	13.6341	27.76	62.0527	74.4368	58.815	55.5264	96.6732	68.8541	14.7991	41.3441	52.5677	45.9336	9.6236	93.9259	79.29	59.0768	32.435	62.8159	61.8373	67.5727	23.0595	48.075	51.1527	53.0382	57.4995	56.3005	64.8945	78.7832	16.3336	43.3314	53.7668	46.645	53.2295	72.9109	98.7123	45.2136	37.1623	58.3318	54.9045	30.9877	50.3618	69.2695
ko00511	875.77	856.3462	3281.1037	1704.305	2041.3825	1446.57	2004.1625	1378.7275	1288.46	934.09	977.6338	567.4313	923.5638	1152.41	1319.4688	981.2688	1687.2975	1481.72	1217.7025	911.4313	1267.2312	2294.3888	1030.1338	774.7575	992.15	1105.8325	374.7425	2719.22	1176.8387	1294.2725	1050.8125	880.5588	916.915	1139.245	881.0262	843.6138	884.2162	761.2075	1786.5512	885.0175	1088.35	1004.0175	870.8938	846.8038	863.9325	537.7125	1168.8962	2282.4775	1320.0275	2159.3562	2746.9725	2601.6088	2777.7838	1740.8662	3473.7538	2149.1925	1111.2125	2831.2012	576.98	610.645	4748.98	4960.4962	3013.4188	2812.0225	4170.1938	2603.3612	2590.0275	657.5138	2559.3937	1571.29	2093.185	2285.4525	1759.345	2974.6838	6291.1625	1747.0662	2213.0775	1837.6812	1682.6625	2059.5062	3852.1688	4856.9275	1640.7438	2465.42	3553.3425	2137.935	602.045	2691.8962	4692.6475
ko00514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2143	0.0	0.0714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0714	0.0	0.0	0.0	0.0	0.7143	1.0714	0.0	0.0	0.0	0.4286	0.0	0.0	0.0	0.0	0.0	0.2857	0.3571	0.0	0.5	0.0	0.0	0.0	0.0714	0.0	0.1429	0.5714	0.4286	0.0	0.3571	0.0714	0.0	0.0	0.0
ko00520	1097.8691	1314.295	1452.4665	1349.0665	677.8946	1477.113	680.9769	1383.3485	1375.5276	1181.7296	1058.9328	1031.313	1426.0413	1191.5654	1382.0635	1400.2502	822.8967	1474.0994	1357.8544	1120.2337	1416.4698	1685.9731	1528.8185	1292.4135	1367.4939	1646.9339	677.8676	1566.7891	1103.437	968.2998	994.6117	1058.1931	1529.0161	1512.7306	1317.9443	1389.8969	1127.3406	1015.0374	1322.3989	1246.9963	1561.8985	951.0693	1113.115	1320.5304	1235.6639	1086.8152	1331.8091	798.6209	1023.3478	1329.7617	1600.6117	1284.1978	1346.4481	1137.5135	1436.457	914.5194	1612.3676	1202.0565	721.3669	710.6493	1711.8196	1795.1656	1547.5911	948.6783	1569.2667	976.3646	1632.6913	842.0993	1460.0985	771.6707	905.7617	1356.1561	863.8115	1366.685	1771.8459	947.4507	1225.9772	890.9406	1055.7269	1249.4022	1284.5906	1732.2044	1035.5183	1491.1554	1757.4765	896.903	1156.1685	1392.773	1750.733
ko00521	1502.3611	1694.9622	2529.81	2000.5267	999.8167	2372.65	1005.9989	2074.7689	2167.2311	1734.6978	1557.6667	1531.8367	2096.9378	1956.5989	2356.6667	1881.9989	1321.1556	2019.05	2066.7167	1694.9289	2569.6056	2612.4644	2082.9456	1926.87	1681.5689	2129.83	833.7167	2426.5122	1399.0078	1440.3011	1557.3022	1581.1733	2146.7667	1971.2778	1758.7144	1859.4022	1500.5	1565.8822	2050.4067	1875.5989	1966.0789	1477.4378	1712.3589	1590.1489	1742.5256	1496.4611	2073.3056	1233.9189	1476.4622	2105.37	2275.09	2083.2078	2236.2011	1999.2511	2372.0833	1222.8689	2211.6422	2012.1422	1012.3644	783.2544	2450.5822	2639.5656	2646.9989	1473.2978	2559.0	1459.6422	3359.1278	1178.8422	2021.0311	1104.18	1074.6756	2061.0367	1346.59	2121.2789	2626.3356	1519.5322	2061.0389	1450.8889	1609.0867	1899.3744	1995.1633	2690.5622	1579.3722	2383.2767	2852.8533	1023.0822	1549.1678	2184.3644	2468.4789
ko00523	0.0	0.0	0.0	0.0	0.0	744.7019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	415.0119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	621.0394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	672.5081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ko00524	0.0	0.0	476.8036	0.0	0.0	0.0	0.0	301.6264	267.2264	267.5527	234.0727	294.9964	0.0	0.0	0.0	0.0	222.4055	293.9182	0.0	215.1018	0.0	0.0	343.5682	0.0	0.0	298.54	0.0	368.6964	0.0	0.0	0.0	215.6709	320.12	372.23	0.0	262.3518	261.1973	0.0	330.5	303.5782	283.5809	210.9827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	381.6518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	619.2191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	235.2145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ko00531	168.7657	180.06	1401.6429	609.6486	1320.5629	152.4257	1319.8471	249.1529	78.3186	154.6186	295.7557	67.0257	79.6114	157.24	133.1586	213.4186	911.0714	420.6614	113.8843	71.1743	161.7271	715.2343	210.6771	72.7143	212.6243	162.66	100.1829	914.8443	509.26	531.8143	167.51	123.5557	73.5857	117.6386	108.5657	63.9629	126.0886	63.3486	562.4386	121.9057	167.9029	348.8286	133.2229	152.1957	67.9714	86.6071	222.7286	1404.0057	553.73	732.3914	949.69	1010.9586	1123.2957	581.2257	1532.0071	1254.4214	70.9014	1265.1043	132.0271	183.7771	2015.4543	2237.63	1307.5786	1511.4429	1903.6571	1066.5443	65.8343	250.0357	1092.0871	745.0157	1006.8929	906.2314	772.8029	1295.9486	3039.0571	936.7271	926.93	827.7929	635.7771	921.1257	1759.7729	2081.1914	648.6929	918.8371	1551.5871	1036.2929	37.7657	1219.8743	1961.23
ko00540	483.2653	207.326	911.072	464.2353	732.812	45.47	701.408	281.3867	52.3213	128.5913	212.886	119.102	124.2227	154.778	144.2887	134.0327	344.3667	93.528	137.6033	177.1193	117.4527	433.992	569.824	28.2573	131.4627	103.0427	407.0307	604.6627	429.118	679.488	303.032	246.3033	52.7147	207.4693	291.0033	307.172	406.994	80.4073	288.3773	121.3013	144.7533	177.8207	114.65	208.306	69.5153	708.8733	147.1287	578.4747	401.72	578.982	940.286	701.976	864.6107	1649.0547	1054.5447	1185.3253	68.9007	801.8853	1204.9793	194.904	1716.79	1332.586	909.8307	927.1387	1158.2067	1035.826	66.9793	1482.7833	821.6673	902.148	1153.1007	770.326	1124.7167	1005.4	1582.2913	286.7347	762.2587	938.6627	795.3947	1916.3533	1375.208	1752.6867	803.3487	630.656	2152.0433	1188.164	147.7847	924.1047	1185.2653
ko00550	1810.0826	2242.7926	1922.0395	2480.1184	1038.7932	2760.5626	1064.5042	2262.6958	2414.8763	2093.2963	1915.5847	1889.0395	2471.3411	2072.8684	2676.7474	2166.2168	1351.73	2395.7058	2381.8937	2129.1621	2686.5053	2491.6189	2619.9984	2569.7621	2017.0926	2545.0937	1298.0447	2376.0295	1685.9611	1637.74	1819.6779	1907.0863	2532.4642	2602.9574	2136.0053	2091.2463	1929.1916	1688.7379	2228.3984	2325.0716	2259.2326	1656.4174	1993.0358	2254.3637	2164.4984	1784.2684	2371.0089	1087.96	1641.5353	2033.7689	2322.3868	1845.9874	2353.45	2073.6774	2093.8805	1340.9647	2475.4332	1617.7163	1397.0863	1245.1553	2265.6253	2131.5842	2426.1747	1340.0311	2108.3921	1254.7863	2801.2826	1636.8247	2269.1489	1301.6026	1490.5411	2330.2532	1392.1521	1989.1137	1929.5805	1552.7968	2098.0553	1410.2526	1868.92	1985.3042	1527.9953	2106.5389	1748.3105	2397.6832	2309.8063	1452.3347	2559.3984	2170.5705	2235.8179
